Hours Studied,Previous Scores,Sleep Hours,Sample Question Papers Practiced,Performance Index,Extracurricular Activities
3,46,4,1,26,No
6,70,4,7,57,No
4,91,5,5,72,No
9,41,4,4,36,Yes
7,58,9,2,51,Yes
9,77,5,0,76,Yes
3,71,9,9,51,Yes
1,49,7,9,28,No
5,80,8,9,69,No
3,47,6,9,30,Yes
6,65,7,7,56,No
8,69,9,4,64,Yes
4,50,6,8,33,No
5,80,6,6,67,No
5,59,9,0,45,Yes
4,99,9,0,84,Yes
4,59,5,6,40,No
4,48,8,6,33,Yes
4,47,9,8,31,Yes
4,99,6,1,81,Yes
5,54,6,6,38,Yes
2,73,7,1,48,No
2,63,8,9,39,No
9,72,8,9,71,No
2,80,6,1,55,No
6,80,8,4,70,Yes
2,84,7,8,65,Yes
5,79,5,8,65,Yes
4,66,6,9,49,No
7,60,4,0,49,No
7,44,6,6,35,No
6,74,6,9,62,No
5,60,5,9,48,Yes
1,43,9,2,18,Yes
3,88,9,9,70,Yes
9,87,4,9,83,No
1,55,4,0,29,No
5,96,4,1,79,No
2,70,9,5,49,No
4,65,5,9,49,No
1,91,8,1,63,No
3,74,4,1,50,Yes
7,45,8,3,36,No
3,72,7,2,53,No
4,60,5,7,39,No
2,55,8,7,32,Yes
3,86,9,5,69,Yes
9,78,9,3,74,No
3,73,4,6,55,Yes
5,81,4,8,72,Yes
2,96,8,1,72,Yes
4,99,9,5,86,No
7,54,8,6,47,Yes
7,45,7,0,34,Yes
3,41,5,5,24,Yes
5,63,9,7,51,No
1,95,6,6,73,Yes
1,88,9,1,68,No
5,67,7,1,52,Yes
9,40,9,3,38,No
1,40,7,4,11,No
1,67,9,4,41,No
4,75,7,1,57,No
4,59,4,6,41,No
2,87,8,7,62,Yes
9,47,9,1,48,Yes
9,40,5,3,37,Yes
2,65,4,2,41,No
9,90,7,3,91,No
6,82,5,4,73,No
8,88,4,5,82,Yes
4,64,6,1,44,No
2,49,9,9,29,No
2,51,9,5,32,No
9,80,7,8,78,No
1,46,4,7,21,Yes
7,51,4,0,43,No
3,86,7,8,69,No
3,79,6,9,56,No
2,56,9,1,31,No
6,44,8,0,36,Yes
2,53,6,5,30,No
4,73,7,0,56,Yes
9,87,8,5,87,Yes
9,56,4,1,54,No
6,74,6,6,61,No
4,94,6,6,77,Yes
7,40,9,3,30,No
1,98,9,1,69,No
4,89,8,6,74,Yes
5,89,4,0,72,Yes
8,75,6,1,71,Yes
2,54,8,1,30,Yes
5,99,6,0,82,Yes
6,58,9,8,51,Yes
5,90,4,5,76,No
9,81,4,2,76,No
1,44,5,5,17,No
3,58,8,6,40,No
2,82,9,2,63,No
3,78,9,3,60,No
9,44,9,9,44,No
9,91,7,0,87,No
2,51,6,5,27,No
3,58,4,5,30,Yes
4,86,6,8,68,Yes
9,51,6,1,44,No
3,75,7,4,53,No
7,51,4,4,40,Yes
3,57,5,6,36,Yes
7,88,9,4,79,Yes
7,90,8,9,86,No
9,87,6,3,85,Yes
2,82,7,9,61,Yes
6,73,7,1,63,Yes
9,87,8,7,82,No
2,72,8,4,47,Yes
2,88,4,3,66,No
5,57,6,8,48,Yes
8,96,6,1,90,Yes
9,68,8,2,70,No
2,84,9,7,64,Yes
5,44,5,3,27,Yes
7,64,6,8,58,Yes
6,63,7,9,48,No
6,68,9,9,57,No
7,98,8,9,90,No
3,77,6,9,56,Yes
3,72,4,8,50,No
9,49,8,9,48,Yes
8,76,7,8,74,Yes
5,99,4,0,86,Yes
6,72,8,5,59,Yes
1,62,8,9,43,Yes
1,97,6,5,75,Yes
4,50,4,7,32,Yes
2,63,8,6,44,Yes
7,63,9,6,54,No
2,46,7,1,24,No
2,89,4,3,61,Yes
5,60,9,0,45,No
4,59,6,6,44,No
8,92,5,3,84,No
4,49,8,8,32,Yes
6,64,5,5,50,No
5,86,8,5,73,Yes
2,75,9,8,52,No
8,87,6,7,85,No
2,86,6,5,61,No
9,54,6,5,52,Yes
9,83,6,5,82,Yes
3,79,4,3,57,Yes
4,79,4,4,58,Yes
8,89,8,2,83,Yes
9,45,4,8,41,Yes
3,76,8,1,58,Yes
5,41,4,6,25,Yes
8,51,4,0,43,Yes
3,97,4,9,74,No
7,43,7,6,34,No
8,62,6,1,58,Yes
3,52,7,4,34,No
2,56,4,0,30,No
7,70,4,4,62,Yes
9,55,7,3,52,Yes
1,80,9,0,56,No
3,65,8,0,45,Yes
5,67,6,6,51,No
3,40,8,2,18,Yes
1,86,9,9,64,No
7,51,6,8,38,Yes
7,76,5,8,69,No
8,94,6,9,89,No
5,95,8,8,81,No
5,89,6,0,76,No
5,59,5,3,38,Yes
1,41,5,0,14,No
5,75,4,0,62,Yes
6,54,5,8,39,No
1,77,7,4,51,Yes
7,61,8,0,53,No
1,83,7,2,54,Yes
2,89,9,6,68,No
2,71,7,1,53,No
5,98,8,3,86,Yes
7,59,9,1,51,No
1,75,7,8,48,No
1,72,7,8,50,No
1,54,9,6,24,No
6,89,7,6,79,Yes
2,85,5,1,63,No
1,42,8,9,13,Yes
6,68,8,7,54,Yes
2,86,8,0,61,Yes
6,66,7,7,58,Yes
8,44,5,4,35,No
2,98,8,3,78,No
9,95,6,9,95,Yes
8,70,8,1,61,No
1,61,4,2,32,No
7,74,6,9,66,Yes
6,93,8,1,83,Yes
6,46,7,3,35,Yes
6,45,8,2,33,No
6,65,5,4,55,Yes
7,93,5,6,87,Yes
3,40,8,8,18,No
6,58,7,4,45,No
3,46,7,7,26,No
7,75,7,1,66,No
7,51,8,5,44,No
8,59,8,7,55,No
2,62,4,8,40,No
9,64,5,3,61,No
5,69,6,3,54,Yes
9,98,6,6,95,No
5,68,5,3,56,Yes
7,70,9,4,61,No
9,57,4,1,53,No
4,80,5,1,60,Yes
2,58,4,9,35,No
9,93,9,4,93,Yes
2,43,4,9,20,No
3,40,7,9,24,Yes
2,80,5,1,54,Yes
3,98,6,5,78,No
6,54,8,5,45,Yes
3,93,9,7,77,Yes
8,47,9,0,40,No
6,54,8,6,44,No
7,54,5,6,45,Yes
1,89,8,8,66,No
3,78,4,3,57,Yes
3,61,8,6,42,Yes
2,57,4,5,34,Yes
7,55,4,3,43,No
9,41,6,9,37,No
4,75,8,7,57,Yes
5,59,6,2,44,Yes
3,55,8,7,35,Yes
9,42,4,4,36,No
4,95,8,3,82,Yes
5,69,9,2,55,No
1,94,9,9,74,Yes
2,41,6,6,19,Yes
9,74,7,6,72,Yes
2,65,9,5,42,Yes
5,96,6,2,81,No
8,44,7,8,38,No
3,41,5,1,21,No
6,90,6,2,82,No
4,95,9,0,80,No
7,59,9,6,51,Yes
3,73,8,1,53,No
6,73,7,9,62,No
9,93,9,7,91,No
1,95,8,8,71,No
3,94,7,1,74,Yes
2,59,6,5,40,Yes
8,89,6,0,83,Yes
7,64,8,7,58,No
2,59,6,4,38,Yes
6,64,8,8,56,Yes
3,92,4,2,73,No
8,53,7,1,46,No
3,99,8,6,82,No
9,86,7,6,88,Yes
1,83,4,9,56,No
5,82,7,4,68,Yes
3,82,8,6,63,Yes
6,78,6,5,71,Yes
2,51,7,8,27,Yes
9,87,7,2,85,Yes
6,44,9,3,34,No
7,41,9,8,33,Yes
5,93,4,9,77,Yes
9,55,5,7,50,Yes
1,94,6,9,69,Yes
5,69,8,5,55,Yes
6,86,4,2,76,No
7,82,8,8,74,Yes
4,77,8,8,61,Yes
1,84,7,5,60,Yes
8,90,4,1,84,Yes
4,81,4,6,56,No
3,63,9,8,43,Yes
7,90,6,8,82,Yes
2,69,5,2,43,Yes
8,76,8,1,73,Yes
6,96,6,4,81,No
7,98,9,9,94,No
5,92,6,6,74,No
9,78,8,2,76,Yes
5,50,7,3,38,No
5,53,7,9,38,No
3,62,8,1,42,No
1,92,9,9,71,No
2,55,9,1,34,No
8,89,4,6,84,Yes
1,60,5,1,32,No
7,94,7,0,85,No
5,94,5,3,76,No
3,43,6,5,21,Yes
7,72,6,9,65,Yes
9,93,8,9,92,No
2,86,8,3,69,Yes
8,53,8,0,49,Yes
9,58,9,0,54,No
3,98,7,8,81,Yes
2,44,5,0,15,No
7,75,6,6,66,No
5,70,5,6,56,No
5,84,7,0,71,Yes
5,57,5,0,40,No
4,83,5,5,66,No
5,70,9,7,57,Yes
4,94,8,6,79,No
6,69,9,5,57,Yes
4,60,9,9,43,Yes
2,86,5,2,65,No
9,69,5,6,66,Yes
2,94,9,5,74,No
9,80,5,7,76,Yes
6,43,9,3,30,Yes
9,44,4,8,39,Yes
9,80,9,0,79,Yes
3,84,6,6,60,No
1,49,6,8,24,No
1,66,5,9,42,Yes
3,55,9,0,33,No
5,69,9,9,57,No
3,52,8,2,32,No
9,75,8,6,71,No
9,60,8,8,58,No
3,84,9,0,64,No
3,92,9,5,72,No
5,79,6,1,64,Yes
2,84,7,4,61,No
6,54,5,6,43,Yes
7,59,6,6,54,Yes
9,59,8,9,56,Yes
6,84,6,6,75,No
3,94,6,3,72,No
5,98,6,5,84,Yes
4,44,8,9,30,Yes
5,93,7,5,80,No
8,93,4,6,82,No
8,99,5,8,96,No
6,71,5,5,60,Yes
1,45,6,9,19,Yes
8,69,7,0,62,No
8,65,8,7,61,No
2,76,4,1,53,Yes
4,52,4,2,34,No
2,68,6,4,43,No
4,44,6,5,27,Yes
7,64,8,6,55,Yes
9,52,8,3,51,Yes
8,63,9,2,58,Yes
9,70,8,8,69,No
8,59,6,3,52,Yes
2,94,7,8,72,No
7,47,6,8,38,No
2,99,6,2,73,No
2,48,4,2,26,Yes
4,60,8,7,46,Yes
1,90,5,0,60,No
5,59,8,5,43,No
6,54,9,5,43,Yes
9,65,7,8,65,No
8,93,7,1,89,No
2,81,8,7,60,No
1,50,8,6,22,No
2,76,6,1,53,No
7,80,5,0,70,No
4,50,6,3,31,No
5,66,4,1,52,No
7,69,4,2,59,Yes
3,58,7,1,40,Yes
2,73,7,8,50,No
7,77,5,3,66,No
5,62,7,0,45,Yes
1,92,9,7,69,Yes
1,40,4,3,13,Yes
9,42,5,9,37,No
5,42,4,7,25,Yes
1,67,8,7,45,Yes
7,53,8,8,47,No
9,91,5,9,93,Yes
1,69,6,6,40,No
4,97,9,3,85,Yes
3,93,9,1,73,Yes
5,44,7,5,27,Yes
7,88,5,3,80,Yes
8,54,9,5,46,Yes
2,77,7,7,57,No
7,53,4,2,43,No
1,53,6,0,25,Yes
7,96,7,4,90,No
8,98,8,2,93,Yes
2,88,8,5,67,Yes
9,47,4,2,44,Yes
1,47,5,0,18,Yes
6,58,7,8,46,Yes
1,71,4,4,44,No
3,70,8,1,47,No
6,68,8,1,55,No
3,80,8,8,59,No
8,50,6,0,42,Yes
5,84,6,9,69,No
2,52,8,2,29,Yes
4,66,9,9,53,Yes
9,95,5,6,90,No
4,58,6,0,40,No
8,65,7,1,55,Yes
5,92,6,5,78,Yes
1,90,7,8,64,Yes
7,76,6,8,68,No
3,87,8,7,68,Yes
8,48,7,2,44,Yes
3,67,5,1,45,Yes
1,71,6,0,47,Yes
5,91,6,8,73,No
2,93,8,4,71,No
4,42,7,2,25,Yes
1,90,9,9,65,No
9,71,8,9,70,Yes
6,44,7,4,33,No
8,47,6,2,42,No
4,53,6,8,35,No
9,95,6,0,90,No
2,42,6,0,17,Yes
9,63,4,2,59,Yes
5,52,6,5,36,Yes
6,82,6,1,71,No
3,68,9,0,45,No
4,47,9,7,31,Yes
6,90,7,9,77,No
7,81,6,8,73,No
1,70,6,9,47,Yes
7,65,7,0,56,No
1,57,6,2,30,Yes
5,97,6,4,84,No
6,57,8,6,41,Yes
2,96,4,9,73,No
9,46,7,3,41,No
6,87,8,5,77,No
7,77,9,0,63,No
8,87,5,3,79,No
1,55,5,7,28,Yes
8,94,9,4,91,No
4,95,4,7,76,Yes
8,99,5,0,92,Yes
6,72,4,9,61,Yes
9,95,5,8,92,No
4,90,5,3,72,Yes
2,42,8,8,20,No
2,77,5,7,54,No
5,43,9,7,35,No
9,75,4,1,67,Yes
3,43,6,2,20,No
8,81,6,9,76,No
4,48,6,8,33,No
6,79,4,2,68,Yes
6,90,4,7,81,Yes
3,56,6,4,36,Yes
5,56,9,6,46,Yes
3,72,5,3,50,No
1,59,6,7,36,Yes
7,53,7,3,44,No
4,61,4,4,43,Yes
7,91,7,0,79,No
3,66,7,9,44,Yes
5,82,4,7,67,Yes
5,42,6,6,27,Yes
2,63,9,4,39,No
2,69,8,5,49,No
4,47,7,0,28,Yes
4,61,6,7,46,Yes
4,64,8,8,48,Yes
6,99,7,4,90,Yes
2,49,6,9,24,Yes
6,88,7,6,75,Yes
7,68,6,9,61,No
3,79,9,3,62,No
8,93,5,5,87,No
2,40,5,1,13,No
8,91,4,3,85,No
5,60,8,4,47,No
2,78,7,8,54,Yes
7,63,7,8,57,Yes
2,48,6,7,26,Yes
6,99,8,3,89,Yes
3,83,7,5,61,Yes
9,93,8,6,93,No
3,65,8,0,43,No
3,48,5,0,24,No
5,59,7,3,45,No
7,95,7,2,86,No
8,74,4,9,65,Yes
7,75,8,3,70,No
9,81,6,8,79,No
5,75,5,1,59,No
3,93,4,3,72,Yes
6,48,5,6,36,Yes
5,61,6,1,46,Yes
4,40,4,7,24,Yes
2,44,5,9,25,Yes
7,48,6,3,38,Yes
5,76,9,8,65,No
4,77,4,0,59,No
8,58,6,6,53,No
9,47,4,0,45,Yes
9,81,7,9,82,Yes
3,82,7,8,64,Yes
3,71,5,9,50,Yes
5,52,8,9,39,No
5,59,9,0,43,Yes
2,75,8,2,54,Yes
1,82,6,6,58,Yes
8,83,4,0,73,Yes
3,76,7,4,56,Yes
1,69,8,5,42,No
1,49,7,2,25,Yes
2,70,9,5,48,Yes
6,64,6,3,49,No
6,68,9,5,59,Yes
3,63,9,5,45,Yes
4,78,6,3,60,No
2,60,4,0,32,No
2,80,9,2,59,No
7,48,8,9,40,No
1,81,6,6,55,No
7,81,6,1,69,No
1,41,7,3,12,No
6,43,5,5,39,No
3,47,9,4,25,No
8,71,8,5,62,No
6,53,4,4,40,Yes
2,88,9,8,67,No
8,52,4,1,42,No
5,60,7,3,44,No
8,63,9,0,57,No
8,89,4,6,83,No
6,57,9,0,43,Yes
2,84,6,5,61,Yes
8,79,9,9,76,Yes
6,65,8,9,54,No
6,71,9,8,60,No
8,83,4,1,74,Yes
1,96,8,0,74,No
2,94,4,9,66,No
9,95,5,2,94,Yes
8,92,5,5,83,No
7,72,8,6,65,No
7,91,5,7,82,No
5,70,5,3,52,No
2,57,6,7,34,No
6,74,4,6,61,No
3,51,5,7,30,No
4,90,8,4,77,Yes
2,64,6,9,45,Yes
2,84,5,6,59,No
8,70,9,3,66,No
8,49,8,0,45,Yes
6,86,4,2,73,Yes
5,91,9,9,81,Yes
8,73,5,8,72,Yes
4,90,8,3,72,Yes
4,42,9,4,27,Yes
5,85,8,2,70,Yes
1,78,7,5,51,No
1,47,9,3,21,Yes
2,71,8,4,50,Yes
8,82,9,6,82,Yes
7,68,7,6,58,No
9,61,4,8,59,No
5,59,4,1,41,No
2,45,6,3,21,Yes
7,82,9,7,78,Yes
8,88,7,3,85,Yes
7,68,8,2,59,No
7,81,6,9,72,No
5,95,9,5,83,No
2,56,6,2,31,No
6,70,9,1,58,No
4,92,4,8,74,No
2,73,8,2,50,Yes
9,77,7,0,72,No
7,96,4,8,84,No
6,76,6,4,67,No
5,43,5,6,29,No
3,41,6,1,20,Yes
4,51,5,0,31,Yes
3,74,9,5,58,No
8,45,4,4,39,Yes
3,95,9,9,77,Yes
7,85,7,5,78,Yes
7,47,8,1,39,Yes
7,60,5,6,51,Yes
7,92,8,0,86,Yes
2,97,9,7,78,Yes
3,85,4,6,66,No
9,74,4,6,74,Yes
3,87,9,5,70,No
2,54,9,9,38,Yes
9,46,4,4,44,Yes
9,54,7,8,52,Yes
4,84,5,2,63,No
9,45,8,8,46,Yes
3,86,6,4,63,No
7,56,9,7,50,Yes
7,43,9,2,37,Yes
8,61,4,6,52,No
4,71,8,9,55,Yes
3,98,8,3,77,Yes
3,61,7,4,46,Yes
5,66,5,3,52,No
1,85,7,8,59,Yes
3,54,7,6,32,Yes
6,99,8,5,87,Yes
3,83,5,5,61,No
5,90,5,9,75,Yes
9,61,5,6,59,No
2,67,4,4,40,Yes
2,81,5,9,61,Yes
6,77,8,2,62,No
6,99,4,2,86,No
8,96,6,6,89,No
2,48,9,9,29,No
9,73,7,0,72,No
2,75,5,3,53,Yes
1,48,6,9,24,Yes
2,54,5,7,30,No
7,84,7,3,79,Yes
8,59,8,0,51,Yes
5,47,8,4,34,No
6,97,7,0,87,No
1,67,6,8,43,No
6,90,4,7,80,Yes
8,58,9,6,54,No
3,96,9,4,80,Yes
1,55,9,3,29,No
4,50,4,6,34,No
1,81,5,2,58,No
8,47,7,7,38,No
5,72,7,4,57,Yes
1,49,4,4,20,Yes
8,57,6,0,49,Yes
9,74,9,9,73,No
2,82,7,7,61,Yes
9,89,8,6,87,Yes
8,42,8,0,37,Yes
7,79,7,3,69,No
3,66,9,3,46,Yes
2,98,9,8,79,No
7,67,9,9,60,No
5,85,6,1,68,Yes
6,45,8,3,38,Yes
4,86,6,9,71,No
2,53,4,2,28,No
9,46,5,9,44,No
3,49,9,4,31,Yes
7,54,4,6,41,No
8,70,5,4,63,No
2,68,8,4,44,No
6,81,5,3,69,Yes
8,93,5,8,88,No
7,56,7,5,49,No
3,98,5,9,76,No
1,90,7,5,63,No
6,68,5,5,55,No
8,88,7,5,86,Yes
6,83,8,0,71,Yes
5,54,8,5,41,No
8,65,5,3,58,No
2,51,6,1,26,No
1,64,8,5,39,No
1,80,4,0,54,No
4,44,4,0,25,No
6,43,7,4,29,Yes
9,83,6,5,81,No
1,87,9,1,65,No
1,80,7,9,57,Yes
5,96,5,7,85,Yes
5,70,8,3,60,Yes
5,42,6,3,27,Yes
6,92,7,9,82,No
8,42,7,4,37,Yes
3,65,4,9,48,Yes
9,89,5,3,85,Yes
1,56,7,4,28,No
4,99,4,9,83,No
9,49,6,2,47,No
8,41,7,7,37,Yes
9,63,9,5,62,No
1,50,9,7,26,Yes
9,63,4,4,59,Yes
3,74,9,6,59,Yes
9,62,5,9,56,Yes
1,71,8,6,46,No
1,62,9,5,35,No
9,73,6,9,71,No
6,80,7,3,69,No
4,58,4,5,41,Yes
7,41,7,8,34,Yes
5,99,8,3,89,Yes
7,90,7,5,83,Yes
8,41,7,5,33,Yes
8,54,4,2,48,No
1,95,8,3,71,No
8,60,6,2,52,Yes
6,74,4,2,63,Yes
4,44,8,9,27,No
8,82,8,3,79,No
3,66,7,3,44,Yes
4,63,5,5,45,No
6,46,5,3,34,No
7,45,6,5,34,Yes
4,85,7,1,69,Yes
4,72,5,3,56,No
7,97,4,1,86,No
6,88,6,7,78,Yes
8,56,7,8,49,No
1,85,9,6,67,No
7,81,4,5,71,No
7,69,5,7,61,Yes
7,47,5,3,36,No
7,79,5,9,69,No
8,85,5,1,80,Yes
9,46,8,3,39,Yes
9,45,9,4,39,No
2,43,6,8,21,Yes
7,40,6,4,30,Yes
7,54,5,8,47,No
4,70,6,8,53,Yes
9,64,9,7,59,No
8,86,4,4,79,No
1,72,4,1,44,Yes
2,91,6,4,66,No
2,74,5,0,51,No
8,94,7,7,90,No
1,44,9,1,16,No
4,44,5,6,23,No
5,75,8,1,62,Yes
9,56,7,4,51,Yes
7,92,9,9,84,No
8,91,8,6,86,No
9,53,6,5,50,Yes
7,97,8,4,90,No
5,68,6,5,55,No
5,47,8,1,31,No
6,73,7,9,64,Yes
5,79,8,0,64,No
9,40,5,0,38,Yes
3,68,6,7,46,No
3,75,4,2,54,No
7,90,8,2,81,Yes
7,76,6,8,67,Yes
6,68,4,5,54,No
3,44,6,3,19,No
7,92,6,3,85,No
5,71,4,6,54,Yes
7,99,4,5,89,No
2,91,7,1,66,Yes
6,63,9,8,55,No
8,58,8,1,52,No
1,51,8,7,27,No
4,91,6,3,74,No
1,40,5,9,14,No
1,46,5,0,19,No
8,56,9,0,52,No
7,73,6,8,63,Yes
1,82,7,3,55,No
2,46,4,0,18,No
4,56,6,2,39,No
1,98,8,2,74,No
3,42,5,6,23,Yes
8,68,5,5,57,Yes
8,61,5,7,54,No
8,77,7,6,67,No
6,93,8,0,86,Yes
6,82,7,2,71,Yes
5,68,4,8,52,Yes
9,89,6,3,85,No
4,89,6,2,72,Yes
7,93,5,4,88,Yes
1,81,5,7,55,No
9,44,4,0,39,No
7,69,7,1,58,No
9,62,9,6,65,Yes
7,94,9,0,90,Yes
2,60,9,4,35,Yes
6,95,8,9,88,Yes
4,65,4,7,48,No
3,93,6,5,72,Yes
2,86,6,2,60,No
6,60,7,6,45,Yes
8,59,4,2,53,Yes
6,62,8,4,49,Yes
9,43,4,6,39,No
5,60,4,1,42,Yes
2,60,7,9,35,No
8,40,8,3,34,No
9,54,9,1,54,No
4,56,6,6,37,No
6,90,5,2,78,Yes
8,53,9,8,49,Yes
9,98,8,5,96,No
5,58,6,0,43,No
6,89,9,9,80,Yes
4,99,7,7,80,Yes
5,73,8,6,62,No
7,45,8,0,37,Yes
9,84,6,2,81,Yes
6,88,6,2,74,Yes
6,45,4,2,30,No
8,92,4,6,87,No
4,93,8,5,74,No
3,44,5,1,20,No
7,46,7,4,37,No
5,72,6,5,55,Yes
2,52,4,1,25,Yes
2,90,7,0,67,Yes
6,93,9,3,78,No
8,40,9,3,35,Yes
1,52,8,3,24,No
6,82,6,0,72,No
2,66,9,2,42,No
2,46,6,6,24,No
7,91,4,3,82,No
1,42,9,1,15,No
6,97,5,7,87,Yes
7,64,9,0,59,No
8,72,6,8,67,Yes
7,79,5,4,69,No
6,56,7,1,45,Yes
9,84,9,3,83,No
3,53,6,2,31,No
6,76,9,6,61,Yes
4,97,9,5,80,No
2,95,6,8,70,No
1,93,5,3,67,Yes
1,62,4,2,37,Yes
3,98,9,6,81,No
4,63,8,5,46,Yes
2,68,7,4,46,Yes
1,77,6,9,52,No
4,98,9,6,84,Yes
7,93,4,4,84,No
6,66,6,8,58,Yes
6,77,9,3,66,No
9,92,7,0,85,No
2,79,8,9,55,No
4,84,6,4,67,Yes
5,89,9,0,75,No
1,62,5,0,36,Yes
8,70,4,0,64,No
8,75,8,0,69,No
6,56,6,7,42,No
5,76,9,1,64,Yes
8,42,8,8,38,No
3,75,5,6,56,No
3,94,6,2,73,Yes
2,44,8,8,28,No
5,85,6,3,67,No
3,54,6,6,34,Yes
3,91,8,2,73,Yes
6,88,6,4,79,Yes
8,45,5,3,38,No
2,98,8,5,78,Yes
4,49,9,8,35,No
7,93,8,4,85,No
1,71,5,0,45,Yes
1,62,5,4,37,Yes
7,87,5,4,78,No
7,56,9,8,52,Yes
1,85,9,7,64,Yes
1,59,6,4,32,No
4,83,6,4,65,Yes
5,80,7,1,67,Yes
5,54,6,8,40,Yes
4,83,5,3,64,No
8,85,7,6,79,Yes
7,97,5,9,91,Yes
9,61,4,5,56,No
7,89,9,4,85,No
1,91,8,4,64,No
7,45,4,6,34,No
1,43,9,1,16,Yes
7,97,9,8,88,No
8,62,5,1,53,No
9,83,6,8,80,Yes
3,84,8,3,64,No
4,58,6,9,37,No
4,93,6,9,75,Yes
9,84,8,5,82,No
7,70,8,0,60,No
3,83,4,4,64,Yes
5,91,5,5,76,Yes
7,42,6,8,35,Yes
8,67,5,8,61,Yes
1,42,5,8,18,Yes
2,53,7,2,25,Yes
7,57,4,3,47,Yes
2,66,6,7,47,Yes
7,90,9,7,81,Yes
9,99,8,1,99,Yes
2,49,8,7,28,Yes
7,88,5,6,77,Yes
4,54,4,8,37,No
2,58,4,4,35,Yes
7,48,6,1,38,Yes
5,43,6,4,31,Yes
1,54,5,1,29,Yes
5,90,5,4,77,Yes
3,87,5,8,70,No
7,47,7,6,37,No
6,88,4,6,75,No
8,92,5,0,83,No
5,40,4,8,24,Yes
2,46,9,5,23,No
9,92,8,6,90,No
8,70,8,1,64,Yes
6,57,4,0,41,No
7,51,9,3,44,No
9,87,8,8,84,Yes
7,69,8,8,65,Yes
3,72,8,2,54,No
6,98,6,0,84,Yes
7,86,9,1,78,No
2,46,6,8,21,Yes
3,67,4,8,49,No
4,88,4,0,69,No
6,42,7,8,31,No
1,82,6,0,56,Yes
9,45,4,9,41,Yes
5,70,6,3,54,No
7,77,7,4,69,Yes
9,54,4,7,53,Yes
9,46,4,4,40,No
1,82,4,4,58,Yes
1,69,4,3,41,Yes
3,66,5,8,46,No
6,56,9,7,50,No
2,94,9,8,75,Yes
1,57,6,6,32,Yes
1,61,6,6,37,Yes
5,95,6,4,83,No
4,92,7,9,75,Yes
1,65,5,0,39,Yes
4,90,6,5,74,Yes
3,66,6,9,43,Yes
2,79,4,5,56,Yes
9,63,4,9,58,Yes
1,91,4,3,64,No
7,47,6,1,39,No
4,60,4,0,38,No
5,68,6,2,53,Yes
5,82,7,8,68,Yes
1,60,7,0,36,No
6,42,8,4,29,No
9,70,5,9,67,No
2,94,4,5,72,No
7,66,9,8,61,No
6,85,4,0,70,Yes
5,66,5,4,51,Yes
4,48,5,0,32,Yes
4,96,8,1,80,Yes
6,72,5,1,62,Yes
4,72,6,4,59,No
5,65,4,9,50,No
6,67,5,3,57,Yes
5,83,6,5,70,No
7,82,5,4,70,Yes
9,70,9,1,69,Yes
7,92,6,8,87,No
7,40,7,9,29,Yes
4,59,6,7,42,Yes
1,51,8,8,27,Yes
8,56,6,5,49,No
4,54,5,4,35,No
1,73,7,4,46,Yes
5,89,7,1,76,Yes
8,55,6,3,47,No
4,43,5,1,22,No
8,47,7,1,36,No
8,73,9,7,66,No
3,85,6,3,68,Yes
9,64,6,3,61,Yes
3,54,6,6,36,Yes
1,67,7,3,39,No
2,48,4,8,20,No
6,41,5,8,28,Yes
2,56,8,2,29,No
6,97,8,5,86,Yes
1,49,5,6,25,No
1,48,4,2,20,Yes
5,70,5,3,58,Yes
9,41,6,0,38,Yes
8,63,9,8,62,Yes
3,58,5,6,37,No
3,56,5,9,34,Yes
1,82,9,6,56,Yes
3,88,7,8,72,Yes
1,49,8,5,25,Yes
8,89,8,7,82,No
1,94,6,4,70,Yes
5,67,9,7,52,Yes
9,77,6,9,76,No
7,87,7,0,78,Yes
4,67,6,2,51,Yes
9,98,9,3,96,Yes
9,89,9,8,90,Yes
2,91,4,7,64,No
6,89,7,7,79,No
4,40,9,1,22,No
8,99,9,6,96,No
7,42,7,2,32,No
7,54,5,5,42,No
9,91,5,3,88,Yes
5,49,4,5,36,Yes
6,60,9,3,48,Yes
1,76,7,2,51,Yes
6,54,7,1,40,No
2,62,5,3,34,Yes
6,53,8,9,43,Yes
9,54,8,1,59,No
8,49,9,6,42,Yes
9,95,5,0,93,Yes
8,48,9,0,37,No
3,83,6,4,63,Yes
8,78,7,6,70,Yes
6,44,9,0,33,No
6,64,4,3,50,Yes
6,95,8,4,84,Yes
3,81,9,1,60,Yes
1,96,6,6,67,Yes
4,65,7,3,47,Yes
6,47,6,7,34,No
2,61,9,0,38,Yes
7,91,7,9,84,Yes
7,64,7,0,53,Yes
4,87,5,0,69,No
4,51,5,3,32,No
1,48,4,0,21,No
2,49,4,4,30,Yes
9,87,6,5,85,Yes
8,49,5,6,45,Yes
8,48,7,7,43,Yes
9,65,5,7,63,Yes
7,74,7,1,64,No
9,66,5,3,62,Yes
2,99,7,6,76,Yes
6,70,6,8,62,No
3,58,5,8,40,No
6,82,8,2,71,No
3,77,8,6,56,No
8,45,7,3,38,No
4,54,6,8,39,Yes
6,68,7,6,62,Yes
9,86,6,5,84,Yes
2,84,4,8,64,Yes
2,93,5,6,71,Yes
7,44,6,7,38,No
2,53,7,4,26,Yes
2,92,4,3,67,Yes
4,41,7,0,23,No
9,62,8,7,57,No
8,83,8,5,80,Yes
2,91,5,3,68,Yes
8,85,9,2,77,No
4,58,5,4,37,Yes
